track_id:0
168.50,977.38,753.50,196.96,0.63
168.00,977.25,984.50,184.74,0.77
168.88,976.50,794.00,189.09,0.59
168.12,976.88,952.50,186.62,0.63
167.75,976.50,913.50,184.15,0.47
168.12,976.88,849.00,188.24,0.46
167.75,976.88,818.00,187.40,0.54
168.00,976.50,783.00,179.49,0.76
168.50,976.25,848.50,189.02,0.21
167.50,979.12,951.50,187.78,0.78
167.50,979.00,886.00,193.94,0.56
167.00,979.50,833.00,195.47,0.00
167.50,979.88,933.00,192.07,0.68
168.25,978.88,901.50,195.03,0.56
167.12,979.12,1110.50,181.78,0.73
track_id:10
44.12,976.00,1008.50,196.36,0.63
44.25,976.50,902.50,197.60,0.68
44.25,976.38,1044.50,196.43,0.69
46.12,976.88,860.50,195.83,0.56
45.38,977.00,867.50,197.01,0.61
44.12,976.62,981.00,198.61,0.70
44.12,976.62,1006.50,195.19,0.53
44.62,976.50,987.00,194.39,0.50
44.00,976.38,1025.50,199.15,0.63
44.50,976.75,995.00,192.61,0.46
44.75,976.50,886.50,194.65,0.56
45.12,976.88,1000.00,193.13,0.61
44.62,976.62,1041.50,192.72,0.71
45.38,975.75,1044.50,190.99,0.58
45.50,977.00,1004.00,193.69,0.65
44.88,976.75,1008.50,195.66,0.54
44.38,976.38,1008.00,199.11,0.69
44.75,975.75,1062.50,191.65,0.78
44.25,975.62,1097.00,192.97,0.83
43.75,976.50,1055.00,189.79,0.83
43.62,976.38,1241.00,188.17,0.88
44.12,975.38,1163.00,191.35,0.86
43.75,976.62,1109.50,192.04,0.86
44.00,976.12,1125.00,189.49,0.88
44.00,976.25,1187.00,190.92,0.84
43.25,976.62,1155.00,186.57,0.87
43.25,975.75,1018.00,188.91,0.79
43.38,976.62,1113.00,187.48,0.89
44.00,976.00,1199.00,185.03,0.86
44.12,975.75,1166.50,186.90,0.84
track_id:11
654.75,976.00,1032.50,199.77,0.53
654.62,976.00,910.50,200.86,0.55
654.88,976.00,907.50,199.53,0.28
655.38,975.62,886.50,200.13,0.20
655.50,975.75,856.00,202.18,0.41
654.88,975.88,935.50,196.58,0.16
654.88,975.75,895.00,197.23,0.29
655.38,975.75,853.00,200.58,0.35
655.00,975.50,836.50,200.41,0.41
655.25,976.00,807.50,198.97,0.47
655.88,975.25,893.00,199.74,0.28
656.12,975.75,819.50,199.08,0.21
656.00,975.75,929.00,196.53,0.71
655.88,975.88,919.00,197.46,0.58
656.00,975.62,876.00,198.62,0.41
656.00,975.88,821.00,199.03,0.41
655.50,975.12,895.00,197.92,0.33
656.00,975.12,819.00,201.48,0.41
655.75,974.88,851.50,195.93,0.42
655.12,974.88,928.00,189.39,0.60
654.88,975.12,883.00,198.37,0.32
655.12,974.50,938.50,197.53,0.54
655.12,975.00,1072.50,194.30,0.74
655.25,975.00,1050.50,190.71,0.74
654.88,975.00,1197.50,187.37,0.89
654.25,974.75,1074.00,192.90,0.83
654.25,975.00,1083.50,193.77,0.75
655.00,975.12,1106.50,193.58,0.55
655.50,974.75,1463.00,187.19,0.82
654.62,973.75,1530.00,188.11,0.92
track_id:12
151.88,974.12,1105.50,192.56,0.50
152.75,974.38,948.00,195.71,0.33
151.62,974.50,1008.50,200.03,0.59
152.12,973.50,843.50,199.26,0.34
152.62,974.12,851.00,194.32,0.00
152.88,974.12,928.00,194.22,0.28
152.12,974.00,824.50,198.76,0.42
153.12,974.25,938.00,194.27,0.26
153.00,973.88,897.00,196.97,0.16
153.62,974.25,831.50,197.90,0.22
154.12,974.00,780.00,192.96,0.17
154.00,974.38,879.50,193.43,0.50
154.12,974.12,905.50,198.44,0.21
153.38,974.25,901.50,197.42,0.65
154.00,974.12,1033.00,195.02,0.59
153.88,974.50,1029.50,196.63,0.63
153.25,974.25,886.50,197.72,0.34
152.88,973.50,1145.50,174.96,0.87
154.12,975.62,737.50,191.86,0.21
153.00,973.50,786.50,196.50,0.47
153.12,973.25,1006.50,178.48,0.84
152.75,973.75,1119.00,183.13,0.81
153.75,974.12,1042.50,184.55,0.79
154.50,974.25,919.50,168.54,0.82
154.25,974.25,996.00,171.55,0.85
153.50,975.00,987.00,186.37,0.65
152.62,974.38,1294.50,186.40,0.81
153.12,974.25,1294.50,183.70,0.80
153.75,973.62,1178.00,177.43,0.84
153.12,974.12,718.50,189.69,0.25
track_id:13
662.62,974.00,1049.00,194.49,0.00
662.50,974.88,978.50,199.14,0.50
663.25,974.50,919.00,198.52,0.31
663.50,974.12,916.00,199.86,0.61
663.75,974.00,885.50,199.82,0.65
663.50,974.38,873.00,199.66,0.51
662.88,974.25,840.00,194.95,0.29
663.38,974.25,830.00,200.64,0.47
663.38,973.75,835.00,200.62,0.41
663.62,974.38,828.50,200.95,0.34
664.12,973.75,849.00,197.66,0.34
664.12,974.25,802.00,195.28,0.56
664.25,974.12,773.00,201.01,0.45
664.38,973.75,746.50,199.19,0.21
664.50,973.88,751.00,200.07,0.35
664.25,973.88,753.00,195.46,0.49
664.00,973.38,837.50,201.00,0.44
663.88,973.38,804.50,197.63,0.44
664.25,973.50,775.00,201.39,0.25
663.75,973.38,837.00,200.48,0.24
664.00,974.00,845.50,197.94,0.21
663.75,973.38,874.50,198.93,0.00
663.88,973.50,950.00,197.63,0.65
664.38,973.38,945.00,201.54,0.50
663.88,974.00,930.50,201.19,0.20
663.75,974.00,913.00,201.43,0.58
663.25,973.50,772.00,201.58,0.00
663.25,973.38,634.50,202.33,0.36
663.75,973.12,590.00,194.73,0.00
663.50,973.12,573.00,194.00,0.32
track_id:14
64.25,974.50,1774.00,167.24,0.94
64.00,974.88,724.00,181.69,0.00
65.25,971.88,1651.50,175.35,0.95
64.25,974.50,575.00,175.57,0.75
66.38,971.88,1383.50,176.26,0.94
63.88,974.62,625.50,188.83,0.60
66.88,971.88,663.00,186.89,0.73
66.50,972.12,574.50,183.44,0.81
66.62,972.12,786.50,190.27,0.56
67.12,972.75,792.50,197.01,0.42
67.38,972.50,795.00,191.08,0.52
68.00,972.50,944.00,185.07,0.85
68.25,971.75,1021.00,160.38,0.85
67.88,971.62,920.50,181.79,0.66
68.88,972.75,580.00,184.98,0.44
68.38,972.50,583.50,188.29,0.00
67.88,972.62,642.50,187.92,0.67
67.75,972.25,759.00,185.40,0.31
67.75,972.12,745.00,189.32,0.38
67.00,972.50,682.00,189.40,0.26
67.25,972.62,493.00,170.25,0.70
67.38,972.00,593.00,179.40,0.44
67.50,972.38,767.50,181.75,0.86
67.50,971.50,744.50,189.57,0.60
67.12,972.38,549.50,181.47,0.45
67.12,972.38,558.00,175.78,0.56
67.00,972.88,776.00,173.92,0.50
67.50,973.00,649.50,176.64,0.46
67.75,972.25,697.50,175.36,0.35
67.62,972.12,700.00,182.66,0.51
track_id:15
183.75,972.50,987.50,184.67,0.60
183.75,972.75,889.50,188.45,0.55
184.00,972.50,826.00,190.86,0.68
184.62,971.75,857.00,189.42,0.24
185.12,971.50,797.50,192.77,0.64
184.12,972.00,762.00,187.65,0.00
184.25,971.75,781.50,190.40,0.25
184.25,972.00,932.50,184.42,0.61
184.62,972.12,816.50,192.17,0.65
184.50,972.50,923.00,182.12,0.72
185.50,972.00,819.00,183.23,0.62
185.88,972.50,849.50,190.06,0.41
185.62,972.75,766.50,190.36,0.57
185.12,972.00,909.00,184.09,0.69
185.62,972.12,936.50,181.83,0.77
185.62,972.38,858.50,188.58,0.80
185.25,972.62,704.50,191.77,0.76
184.75,977.00,921.50,186.68,0.75
184.88,971.50,1342.50,168.79,0.94
184.75,974.50,989.00,180.63,0.80
184.62,976.38,986.50,190.55,0.73
185.00,977.62,741.50,188.33,0.50
184.88,972.00,1014.50,187.80,0.78
184.50,975.25,944.50,186.96,0.55
184.25,976.25,1163.00,175.90,0.85
183.88,977.00,916.00,194.40,0.73
184.75,977.12,980.00,180.03,0.77
183.88,975.88,865.00,191.43,0.54
185.38,972.12,914.50,186.92,0.74
184.62,972.75,878.50,193.86,0.41
track_id:16
986.75,971.12,1124.50,176.65,0.73
986.00,971.50,958.50,180.12,0.72
986.88,971.38,909.00,184.02,0.50
987.12,971.00,856.00,182.66,0.24
987.50,971.00,878.50,186.02,0.29
986.75,971.12,836.00,183.08,0.49
986.75,971.38,843.50,187.10,0.46
987.00,971.25,826.00,183.89,0.48
987.12,971.00,827.00,183.94,0.41
987.38,971.12,851.50,189.00,0.34
987.88,970.88,896.50,186.06,0.65
988.00,971.38,800.00,183.60,0.52
987.88,971.25,815.50,185.31,0.52
987.88,970.62,827.00,186.44,0.54
988.00,971.00,849.00,184.61,0.49
988.00,971.00,818.50,185.22,0.24
987.25,971.00,753.00,187.32,0.25
988.12,970.50,811.00,189.49,0.54
987.75,970.12,801.00,185.56,0.00
986.88,970.75,732.00,187.86,0.59
987.62,970.50,844.00,193.97,0.41
987.25,970.38,795.00,190.13,0.55
987.38,970.62,763.00,190.87,0.60
987.75,970.38,789.00,189.86,0.42
987.38,970.62,853.00,191.87,0.00
987.12,970.88,832.00,189.16,0.59
986.75,970.50,803.50,191.72,0.00
987.12,970.88,827.50,188.10,0.24
987.38,970.75,870.50,192.59,0.44
987.25,970.88,919.00,188.53,0.28
track_id:17
172.38,971.00,1307.50,187.43,0.40
171.75,970.88,1118.50,190.45,0.64
172.12,970.75,1306.00,183.10,0.82
172.75,970.12,1140.50,179.79,0.83
172.62,970.25,1244.50,180.37,0.83
170.25,970.38,981.50,188.70,0.53
172.00,970.25,1133.00,187.79,0.78
172.12,970.75,1105.00,191.19,0.72
172.25,970.25,1290.50,175.65,0.90
172.38,970.75,1172.00,192.12,0.22
172.75,970.25,1271.00,176.65,0.89
173.50,971.25,1261.00,170.87,0.90
175.88,972.00,1452.50,182.69,0.88
175.25,971.75,1446.00,179.26,0.87
173.88,971.25,1175.00,184.21,0.85
173.38,971.38,1016.50,196.78,0.62
172.88,971.12,1154.00,190.34,0.81
173.00,970.25,1005.00,195.46,0.65
172.50,970.38,1135.50,195.65,0.70
171.88,970.00,1015.00,192.97,0.62
172.50,970.88,1067.50,191.94,0.71
172.50,970.25,1077.50,191.95,0.76
172.62,970.38,940.50,193.13,0.66
172.38,970.12,921.00,193.76,0.75
172.00,970.75,864.00,193.77,0.67
171.50,971.38,1111.50,192.74,0.85
171.62,970.38,1161.50,192.68,0.79
172.50,970.50,1189.00,190.76,0.59
173.12,970.50,1304.50,188.72,0.65
173.12,970.50,1389.50,183.19,0.85
track_id:18
56.12,970.88,1109.50,196.78,0.66
56.50,971.50,1054.50,194.73,0.52
56.00,972.12,1151.50,186.33,0.44
57.75,971.25,1018.50,194.57,0.42
57.62,971.12,983.00,197.30,0.00
56.62,971.12,953.00,195.66,0.46
56.50,971.25,923.50,196.41,0.46
56.88,971.62,1144.00,191.06,0.32
57.12,971.12,1039.50,193.73,0.23
57.25,971.75,1013.50,195.02,0.55
57.50,971.38,961.50,197.94,0.18
58.00,971.75,962.50,191.30,0.49
58.25,971.75,920.50,191.36,0.50
58.25,971.12,895.50,193.52,0.45
58.38,971.88,927.00,193.40,0.31
57.88,972.00,946.00,196.70,0.53
57.25,971.62,889.00,198.88,0.20
57.50,971.38,868.00,196.28,0.00
57.25,971.50,923.00,198.09,0.50
56.50,971.88,928.50,195.84,0.46
56.88,972.25,865.50,194.08,0.35
56.38,972.00,865.00,198.48,0.54
56.62,972.38,908.00,196.77,0.40
56.75,971.75,973.50,194.89,0.64
56.75,972.12,916.00,197.57,0.33
56.12,972.50,864.00,198.20,0.41
55.62,972.62,974.00,195.46,0.33
56.38,972.62,875.00,195.70,0.46
56.38,972.25,834.00,196.05,0.24
55.75,972.25,1030.00,190.45,0.81
track_id:19
759.75,970.38,1136.50,187.12,0.48
759.38,970.88,1179.00,187.42,0.64
760.12,970.62,981.50,193.06,0.43
760.12,970.62,809.00,198.11,0.00
760.88,970.38,903.50,194.69,0.50
760.00,970.12,888.00,193.05,0.54
759.50,970.38,820.50,198.55,0.21
759.75,970.62,951.00,190.34,0.56
760.62,969.62,928.00,194.40,0.60
760.25,970.25,903.00,199.10,0.31
760.25,970.50,856.00,199.08,0.46
761.38,970.62,875.00,195.39,0.59
761.00,970.38,903.50,196.97,0.20
760.88,970.50,873.00,198.20,0.00
761.25,970.50,781.50,198.76,0.36
760.88,970.75,823.50,197.04,0.21
760.50,970.38,904.50,200.90,0.46
761.00,970.38,865.50,199.83,0.40
760.38,969.75,836.00,196.77,0.29
761.00,969.50,960.50,195.29,0.68
760.75,970.12,852.50,190.42,0.62
760.50,969.50,936.50,198.81,0.62
761.12,969.38,975.50,179.55,0.85
759.88,970.25,1071.00,186.93,0.74
760.25,970.12,1178.50,191.47,0.81
760.62,970.88,1126.50,189.18,0.73
760.00,970.00,1156.50,189.02,0.64
759.75,969.75,1122.50,195.67,0.59
760.88,973.00,834.00,186.61,0.82
760.62,973.00,727.00,192.53,0.57
track_id:20
643.62,969.25,1126.00,183.21,0.38
643.75,969.62,1083.00,183.16,0.23
644.00,969.38,975.50,184.80,0.24
644.75,969.00,906.50,184.06,0.41
644.88,969.12,883.00,182.80,0.41
644.50,969.38,886.00,184.92,0.41
644.50,969.38,870.00,183.07,0.52
645.00,969.12,854.50,183.76,0.46
645.00,969.00,849.00,182.99,0.52
645.38,969.38,830.00,183.81,0.52
645.75,968.88,842.00,183.05,0.55
646.25,969.38,782.00,187.83,0.57
646.12,969.25,803.50,184.45,0.42
646.38,969.00,800.50,182.87,0.59
646.50,969.25,756.50,184.23,0.64
646.12,969.25,761.50,185.76,0.71
645.75,968.75,802.00,183.72,0.62
646.50,968.62,766.50,185.40,0.66
646.12,968.25,769.00,186.51,0.67
645.50,968.50,779.00,185.06,0.56
645.75,968.50,746.00,183.79,0.60
645.88,968.25,730.50,187.77,0.53
645.75,968.62,740.00,184.01,0.53
646.25,968.62,720.00,183.99,0.53
646.00,968.62,740.50,183.08,0.24
645.50,969.00,712.00,181.58,0.57
645.38,968.75,734.00,184.37,0.57
645.62,968.50,663.00,182.14,0.49
646.00,968.38,630.00,187.19,0.63
645.50,968.50,656.00,189.01,0.54
track_id:21
161.38,971.00,1790.00,171.95,0.93
161.12,973.00,910.00,180.05,0.42
161.88,969.38,1475.00,153.74,0.88
161.12,970.50,850.50,186.34,0.41
163.25,969.75,724.00,172.90,0.56
162.75,970.75,431.50,156.74,0.63
163.00,970.88,1310.00,171.72,0.92
162.75,972.25,795.50,177.14,0.72
163.25,969.62,1947.50,164.11,0.69
160.75,972.25,1613.00,167.79,0.93
162.38,971.75,557.00,182.37,0.64
162.38,975.38,1567.00,166.60,0.93
162.75,972.00,1505.00,170.95,0.94
163.00,971.88,1527.00,175.08,0.92
163.12,972.62,821.50,183.63,0.76
162.50,975.50,876.00,165.61,0.83
162.62,970.12,1468.50,178.81,0.90
158.50,963.88,846.50,189.17,0.58
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
track_id:22
557.75,967.75,872.00,191.84,0.51
557.50,968.25,866.50,199.36,0.55
557.50,968.00,679.00,188.36,0.00
558.00,967.50,667.00,190.28,0.30
558.38,967.62,686.50,190.03,0.26
558.00,967.88,744.00,196.85,0.29
558.12,967.75,820.00,198.46,0.32
558.12,968.00,795.00,198.46,0.40
558.25,967.38,801.00,200.53,0.25
558.38,967.88,812.00,199.20,0.00
559.00,967.38,734.50,197.27,0.42
559.00,967.88,692.50,192.60,0.00
564.25,972.25,631.50,186.65,0.65
559.25,967.62,737.00,185.34,0.44
559.50,967.50,734.00,198.59,0.25
559.50,967.88,778.00,196.40,0.36
559.00,967.75,906.50,193.38,0.67
559.38,967.62,962.00,192.08,0.68
559.88,967.12,934.50,193.33,0.64
558.88,967.38,821.00,197.28,0.47
559.12,967.75,904.50,192.86,0.73
559.00,967.25,871.00,192.13,0.72
559.25,967.00,915.50,188.31,0.79
559.50,966.75,842.50,189.90,0.70
559.00,967.50,899.00,196.88,0.41
558.75,968.00,863.50,190.39,0.77
